"","x"
"1",9.828
"2",9.423
"3",10.757
"4",8.75
"5",6.581
"6",0.459
"7",10.375
"8",8.629
"9",0.624
"10",9.407
"11",10.989
"12",0.331
"13",7.811
"14",8.102
"15",10.172
"16",1.402
"17",9.289
"18",7.612
"19",1.016
"20",8.783
"21",10.731
"22",8.006
"23",5.612
"24",8.754
"25",6.511
"26",3.253
"27",0.292
"28",2.876
"29",1.317
"30",0.34
"31",0.76
"32",5.291
"33",2.467
"34",8.496
"35",8.654
"36",7.776
"37",7.565
"38",7.337
"39",0.339
"40",0.45
"41",7.529
"42",8.961
"43",9.064
"44",7.053
"45",9.023
"46",7.88
"47",7.65
"48",0.313
"49",0.377
"50",0.268
"51",5.132
"52",9.11
"53",8.849
"54",7.923
"55",7.763
"56",3.737
"57",0.279
"58",7.521
"59",7.1
"60",4.289
