"","x"
"1",9.828
"2",9.423
"3",11.471
"4",9.727
"5",10.757
"6",8.75
"7",10.397
"8",6.581
"9",12.02
"10",11.547
"11",10.297
"12",10.375
"13",8.629
"14",11.227
"15",10.271
"16",11.076
"17",10.591
"18",11.956
"19",9.407
"20",11.547
"21",10.989
"22",10.735
"23",10.669
"24",8.102
"25",10.172
"26",9.289
"27",7.612
"28",9.465
"29",8.783
"30",10.731
"31",8.006
"32",5.612
"33",9.585
"34",6.511
"35",3.253
"36",5.291
"37",9.224
"38",9.763
"39",8.496
"40",8.654
"41",7.776
"42",8.961
"43",9.064
"44",7.053
"45",9.023
"46",7.88
"47",7.65
"48",5.132
"49",9.11
"50",8.849
"51",7.923
"52",7.763
