"","x"
"1",8.037
"2",11.218
"3",8.136
"4",11.694
"5",5.056
"6",9.858
"7",16.034
"8",10.554
"9",7.05
"10",6.888
"11",11.247
"12",15.043
"13",10.32
"14",7.359
"15",6.307
"16",5.084
"17",7.621
"18",6.441
"19",7.381
"20",5.039
"21",7.057
"22",15.097
"23",7.26
"24",11.867
"25",5.939
"26",7.894
"27",7.909
"28",14.451
"29",14.629
"30",6.791
"31",7.32
"32",9.531
"33",11.361
"34",0
"35",6.368
"36",9.47
"37",9.019
"38",15.032
"39",9.207
"40",10.851
"41",16.369
"42",14.65
"43",4.112
"44",8.657
"45",9.196
"46",14.658
"47",16.817
"48",18.659
