"","x"
"1",8.037
"2",11.218
"3",20.167
"4",18.39
"5",6.02
"6",8.136
"7",11.694
"8",17.712
"9",4.226
"10",5.056
"11",9.858
"12",16.034
"13",10.554
"14",18.543
"15",7.05
"16",6.888
"17",11.247
"18",15.043
"19",10.32
"20",7.359
"21",6.307
"22",5.084
"23",7.621
"24",6.441
"25",7.381
"26",7.057
"27",15.097
"28",7.26
"29",11.867
"30",5.939
"31",7.894
"32",7.909
"33",14.451
"34",14.629
"35",6.791
"36",9.531
"37",11.361
"38",0
"39",6.368
"40",9.47
"41",9.019
"42",15.032
"43",9.207
"44",10.851
"45",16.369
"46",14.65
"47",9.196
"48",14.658
"49",16.817
"50",18.659
