"","x"
"1",11.218
"2",8.136
"3",5.056
"4",9.858
"5",10.554
"6",6.888
"7",11.247
"8",15.043
"9",10.32
"10",7.359
"11",6.307
"12",5.084
"13",7.621
"14",6.441
"15",7.381
"16",5.039
"17",7.057
"18",15.097
"19",7.26
"20",11.867
"21",5.939
"22",7.894
"23",7.909
"24",14.451
"25",14.629
"26",6.791
"27",7.32
"28",9.531
"29",11.361
"30",6.368
"31",2.322
"32",9.47
"33",9.019
"34",15.032
"35",9.207
"36",10.851
"37",16.369
"38",14.65
"39",0
"40",4.112
"41",8.657
"42",9.196
"43",14.658
"44",16.817
"45",18.659
