"","x"
"1",19.404
"2",16.934
"3",19.481
"4",22.503
"5",20.81
"6",22.282
"7",16.55
"8",20.957
"9",16.64
"10",20.997
"11",21.117
"12",23.999
"13",21.253
"14",16.541
"15",18.518
"16",16.516
"17",13.936
"18",16.355
"19",19.695
"20",19.196
"21",15.364
"22",16.535
"23",18.527
"24",14.368
"25",19.58
"26",16.741
"27",19.566
"28",17.481
"29",18.817
"30",18.033
"31",19.052
"32",10.812
"33",14.188
"34",16.729
"35",19.153
"36",18.255
"37",17.275
"38",19.302
"39",15.766
"40",19.843
"41",19.321
"42",16.862
"43",17.257
