"","V1","V2"
"1",1,3
"2",2,3
"3",4,6
"4",5,6
"5",3,8
"6",7,8
"7",6,9
"8",7,9
"9",3,10
"10",10,11
"11",2,12
"12",11,12
"13",3,13
"14",6,13
"15",12,13
"16",12,16
"17",11,17
"18",12,17
"19",14,18
"20",15,18
"21",15,19
"22",16,20
"23",17,20
"24",8,21
"25",16,22
"26",19,22
"27",13,23
"28",15,23
"29",22,23
"30",20,25
"31",22,25
"32",19,26
"33",9,27
"34",21,27
"35",26,28
"36",24,29
"37",25,29
"38",28,29
"39",23,30
"40",23,31
"41",29,31
"42",29,32
"43",13,33
"44",21,33
"45",27,33
"46",33,34
"47",28,35
"48",30,35
"49",31,35
"50",27,36
"51",30,36
"52",33,36
"53",31,38
"54",34,38
"55",36,38
"56",27,39
"57",37,39
