"","x"
"1",19.424
"2",20.135
"3",19.892
"4",18.895
"5",22.841
"6",21.588
"7",20.854
"8",22.991
"9",21.514
"10",21.539
"11",21.484
"12",19.376
"13",20.438
"14",21.117
"15",19.431
"16",15.24
"17",21.812
"18",19.223
"19",20.78
"20",19.57
"21",16.822
"22",19.953
"23",17.404
"24",21.393
"25",18.062
"26",19.049
"27",21.838
"28",15.153
"29",21.795
"30",20.094
"31",22.331
"32",20.427
"33",18.149
"34",21.457
"35",21.368
"36",20.003
"37",21.183
"38",16.247
"39",20.707
"40",22.165
"41",20.733
"42",18.849
"43",17.954
"44",20.416
"45",21.262
"46",21.036
"47",16.221
"48",20.666
"49",21.52
"50",19.462
"51",20.414
