"","x"
"1",21.842
"2",19.612
"3",22.939
"4",20.135
"5",19.892
"6",19.082
"7",23.016
"8",22.996
"9",18.895
"10",22.841
"11",19.277
"12",23.197
"13",21.588
"14",20.854
"15",22.991
"16",23.251
"17",21.33
"18",21.514
"19",21.539
"20",21.484
"21",19.376
"22",20.438
"23",21.117
"24",19.431
"25",19.223
"26",21.259
"27",20.78
"28",19.57
"29",17.084
"30",19.953
"31",17.404
"32",21.393
"33",18.062
"34",19.049
"35",20.094
"36",20.427
"37",18.149
"38",21.368
"39",20.003
"40",21.183
"41",16.247
"42",20.707
"43",22.165
"44",20.733
"45",18.849
"46",17.954
"47",20.416
"48",21.262
"49",21.036
"50",20.666
"51",20.414
