"","x"
"1",21.842
"2",19.612
"3",20.135
"4",16.587
"5",19.892
"6",19.082
"7",18.895
"8",22.841
"9",19.277
"10",21.588
"11",20.854
"12",21.33
"13",21.514
"14",21.539
"15",15.309
"16",19.376
"17",20.438
"18",16.809
"19",19.431
"20",17.099
"21",16.575
"22",19.223
"23",20.78
"24",19.57
"25",16.822
"26",17.084
"27",16.734
"28",19.953
"29",17.404
"30",21.393
"31",18.062
"32",19.049
"33",20.094
"34",18.149
"35",20.003
"36",16.247
"37",19.428
"38",19.157
"39",19.047
"40",18.849
"41",17.954
"42",20.416
"43",21.036
"44",16.221
"45",19.225
"46",18.969
