"","x"
"1",8.944
"2",9.942
"3",10.527
"4",10.059
"5",10.765
"6",10.146
"7",9.237
"8",10.282
"9",10.716
"10",10.156
"11",10.068
"12",9.465
"13",10.978
"14",8.866
"15",10.938
"16",10.112
"17",10.896
"18",10.231
"19",9.804
"20",10.143
"21",10.501
"22",11.938
"23",10.302
"24",10.817
"25",10.553
"26",9.995
"27",11.471
"28",12.294
"29",11.816
"30",10.445
"31",10.554
"32",4.621
"33",10.659
"34",11.537
"35",11.813
"36",11.538
"37",11.748
"38",12.085
"39",11.322
"40",12.412
"41",11.012
"42",11.623
"43",12.259
"44",10.334
"45",11.595
"46",10.732
