"","x"
"1",10.059
"2",10.776
"3",11.009
"4",10.765
"5",10.146
"6",9.237
"7",11.798
"8",10.716
"9",10.156
"10",10.068
"11",9.465
"12",10.112
"13",10.896
"14",11.7
"15",10.231
"16",9.804
"17",10.143
"18",10.501
"19",12.06
"20",11.938
"21",10.302
"22",10.817
"23",10.553
"24",9.995
"25",11.471
"26",12.294
"27",11.816
"28",10.445
"29",11.537
"30",11.813
"31",11.538
"32",11.748
"33",12.085
"34",10.469
"35",11.322
"36",13.896
"37",12.412
"38",11.012
"39",13.143
"40",12.259
"41",10.334
"42",10.732
"43",13.033
