"","x"
"1",24.383
"2",20.835
"3",24.992
"4",21.593
"5",20.942
"6",24.761
"7",21.751
"8",18.489
"9",15.906
"10",24.126
"11",26.825
"12",22.506
"13",25.494
"14",27.205
"15",22.396
"16",25.691
"17",27.844
"18",24.978
"19",23.732
"20",27.54
"21",19.901
"22",24.879
"23",25.148
"24",22.634
"25",24.822
"26",28.315
"27",27.178
"28",23.904
"29",24.485
"30",25.795
"31",27.68
"32",27.402
"33",25.229
"34",19.322
"35",16.627
"36",17.068
"37",22.153
"38",20.654
"39",22.265
"40",22.206
"41",16.973
"42",26.075
"43",25.222
"44",24.355
