"","x"
"1",8.7
"2",0.304
"3",8.707
"4",7.65
"5",8.209
"6",0.835
"7",0.351
"8",0.439
"9",7.696
"10",7.593
"11",0.785
"12",0.57
"13",0.445
"14",7.94
"15",7.73
"16",8.043
"17",8.283
"18",7.813
"19",0.585
"20",0.688
"21",0.354
"22",1.02
"23",8.447
"24",5.619
"25",7.627
"26",0.831
"27",0.421
"28",8.686
"29",7.778
"30",0
"31",5.507
"32",6.895
"33",6.043
"34",7.996
"35",0.283
"36",0.465
"37",8.435
"38",8.011
"39",0.629
"40",0.517
"41",0
"42",5.805
"43",8.291
"44",7.7
"45",8.051
"46",4.609
"47",1.116
"48",7.882
