"","V1","V2"
"1",1,3
"2",3,5
"3",1,6
"4",3,6
"5",2,7
"6",4,7
"7",4,8
"8",6,8
"9",3,9
"10",9,14
"11",10,14
"12",8,15
"13",15,16
"14",15,17
"15",14,18
"16",11,19
"17",12,19
"18",12,20
"19",13,20
"20",20,21
"21",14,22
"22",17,22
"23",15,23
"24",18,24
"25",22,24
"26",19,25
"27",20,25
"28",23,25
"29",16,26
"30",24,27
"31",25,28
"32",23,29
"33",27,29
"34",27,30
"35",28,31
"36",28,32
"37",26,33
"38",26,34
"39",27,34
"40",29,34
"41",33,34
"42",29,35
"43",30,36
"44",34,36
"45",33,37
"46",35,37
"47",35,38
