"","V1","V2"
"1",1,2
"2",1,4
"3",3,4
"4",3,5
"5",1,6
"6",2,7
"7",6,9
"8",9,10
"9",3,11
"10",5,11
"11",6,11
"12",4,12
"13",10,12
"14",8,13
"15",8,14
"16",9,14
"17",2,15
"18",10,15
"19",12,15
"20",12,16
"21",11,17
"22",17,18
"23",11,19
"24",13,20
"25",14,20
"26",15,21
"27",16,21
"28",18,22
"29",16,23
"30",19,23
"31",13,24
"32",7,26
"33",25,26
"34",14,27
"35",27,28
"36",21,29
"37",23,29
"38",28,29
"39",23,30
"40",25,31
"41",20,34
"42",27,34
"43",30,35
"44",24,36
"45",27,36
"46",34,37
"47",22,38
"48",28,38
"49",34,38
"50",29,39
"51",30,39
"52",31,40
"53",35,40
"54",30,41
"55",32,41
"56",26,43
"57",33,44
"58",38,44
"59",29,45
"60",36,45
"61",31,46
"62",43,46
"63",45,46
"64",45,47
"65",44,48
"66",39,49
"67",35,50
"68",40,50
"69",42,51
"70",49,51
"71",50,51
"72",48,52
"73",47,53
"74",52,53
"75",48,54
"76",53,54
"77",49,55
"78",54,55
"79",51,56
"80",55,56
