"","weight"
"1",2.98642940654671
"2",4.01400809657742
"3",0.328322403391489
"4",0.631380234107399
"5",0.304336983883566
"6",2.54236523735362
"7",0.331332159259174
"8",0.648074069840786
"9",0.978245367942094
"10",2.2660055164255
"11",1.10726880225681
"12",1.50123415847685
"13",1.03156434593898
"14",1.88161537013261
"15",3.19776109192569
"16",0.809486381217836
"17",0.61653548148517
"18",0.755579247712896
"19",0.888182976952169
"20",0.429512514303138
"21",0.597682189415565
"22",0.557149890003318
"23",0.593026980778033
"24",0.912075106698609
"25",0.588887934950403
"26",0.429614943753633
"27",4.70938860067134
"28",4.72426089447417
"29",3.35398175301822
"30",0.690185482609252
"31",0.837974343749444
