"","x"
"1",13.022
"2",13.051
"3",14.614
"4",14.808
"5",12.689
"6",16.29
"7",14.424
"8",11.876
"9",15.693
"10",14.417
"11",16.632
"12",15.809
"13",13.827
"14",14.915
"15",16.3
"16",14.367
"17",11.371
"18",14.887
"19",14.534
"20",16.521
"21",14.255
"22",15.211
"23",14.602
"24",14.302
"25",12.132
"26",12.74
"27",9.755
"28",15.945
"29",15.103
"30",11.392
"31",14.543
"32",10.794
"33",14.824
"34",16.274
"35",14.859
"36",14.421
"37",10.482
"38",15.721
"39",12.109
"40",15.365
"41",10.962
"42",13.385
"43",12.059
"44",14.924
