"","x"
"1",21.362
"2",21.167
"3",22.368
"4",21.243
"5",22.488
"6",25.748
"7",20.638
"8",19.489
"9",21.777
"10",21.785
"11",23.023
"12",22.039
"13",22.893
"14",23.062
"15",22.019
"16",23.156
"17",21.251
"18",22.907
"19",19.877
"20",22.779
"21",22.077
"22",22.624
"23",21.948
"24",22.742
"25",20.499
"26",18.876
"27",22.75
"28",22.115
"29",21.856
"30",20.052
"31",21.885
"32",20.835
"33",22.885
"34",20.108
"35",22.529
"36",20.367
"37",24.18
"38",20.621
"39",23.426
"40",24.849
"41",17.542
"42",23.173
"43",23.31
"44",22.702
"45",22.676
"46",22.424
"47",21.54
"48",19.097
"49",22.274
"50",22.34
