"","V1","V2"
"1",1,4
"2",2,7
"3",3,6
"4",3,8
"5",4,9
"6",5,7
"7",5,12
"8",6,9
"9",6,13
"10",7,12
"11",7,14
"12",8,13
"13",8,15
"14",9,13
"15",9,16
"16",10,14
"17",10,17
"18",11,15
"19",13,19
"20",14,20
"21",14,30
"22",15,19
"23",15,23
"24",16,19
"25",16,20
"26",16,24
"27",17,25
"28",17,26
"29",18,21
"30",18,22
"31",19,33
"32",20,21
"33",20,24
"34",20,28
"35",20,30
"36",21,29
"37",22,32
"38",23,27
"39",23,33
"40",24,27
"41",24,28
"42",24,35
"43",25,31
"44",25,34
"45",26,34
"46",26,38
"47",27,34
"48",28,35
"49",29,30
"50",29,32
"51",30,36
"52",30,38
"53",33,37
"54",34,38
"55",35,37
"56",36,38
