"","V1","V2"
"1",1,6
"2",2,4
"3",2,6
"4",3,5
"5",4,7
"6",4,9
"7",5,10
"8",6,9
"9",6,12
"10",7,10
"11",7,13
"12",8,14
"13",9,13
"14",9,15
"15",10,13
"16",10,16
"17",11,14
"18",12,15
"19",13,18
"20",14,19
"21",14,26
"22",15,18
"23",15,21
"24",16,18
"25",16,19
"26",16,22
"27",17,20
"28",18,27
"29",19,20
"30",19,22
"31",19,24
"32",19,26
"33",20,25
"34",21,23
"35",21,27
"36",22,23
"37",22,24
"38",22,29
"39",23,28
"40",24,29
"41",25,26
"42",26,30
"43",26,32
"44",27,31
"45",28,32
"46",29,31
"47",30,32
