"","V1","V2"
"1",1,4
"2",1,5
"3",2,3
"4",2,5
"5",3,5
"6",3,6
"7",4,8
"8",5,13
"9",6,14
"10",7,10
"11",8,10
"12",8,18
"13",9,11
"14",9,26
"15",10,17
"16",10,31
"17",11,12
"18",12,16
"19",13,18
"20",13,20
"21",14,19
"22",14,23
"23",15,24
"24",16,17
"25",16,18
"26",16,27
"27",17,24
"28",20,23
"29",20,27
"30",21,25
"31",22,25
"32",22,26
"33",22,27
"34",23,29
"35",23,30
"36",25,28
"37",26,39
"38",26,40
"39",27,33
"40",28,32
"41",28,34
"42",29,30
"43",29,38
"44",30,35
"45",30,36
"46",33,38
"47",34,37
"48",34,38
"49",39,40
