"","V1","V2"
"1",2,3
"2",1,4
"3",2,5
"4",3,6
"5",5,6
"6",2,7
"7",4,7
"8",5,7
"9",4,8
"10",6,9
"11",7,10
"12",8,11
"13",10,12
"14",11,12
"15",7,13
"16",9,13
"17",10,13
"18",9,14
"19",12,15
"20",13,16
"21",15,16
"22",14,17
"23",15,18
"24",16,19
"25",17,19
"26",15,20
"27",11,21
"28",20,22
"29",16,23
"30",18,23
"31",16,24
"32",19,24
"33",23,26
"34",18,27
"35",22,27
"36",12,28
"37",20,28
"38",21,28
"39",27,29
"40",26,30
"41",24,31
"42",25,31
"43",30,31
"44",30,32
"45",28,33
"46",31,34
"47",32,34
"48",34,35
