"","x"
"1",13.077
"2",12.003
"3",14.202
"4",11.765
"5",17.502
"6",19.612
"7",17.842
"8",19.567
"9",19.726
"10",19.555
"11",20.763
"12",17.061
"13",17.599
"14",21.732
"15",20.22
"16",17.75
"17",17.539
"18",20.118
"19",17.257
"20",21.096
"21",19.506
"22",21.326
"23",20.33
"24",18.438
"25",16.767
"26",18.275
"27",19.848
"28",18.189
"29",16.681
"30",20.574
"31",16.783
"32",17
"33",19.972
"34",13.042
"35",14.296
"36",18.28
"37",18.183
"38",20.805
"39",13.419
"40",14.662
"41",18.338
"42",18.159
"43",16.357
