"","x"
"1",5.077
"2",4.962
"3",3.987
"4",4.082
"5",3.918
"6",5.618
"7",4.566
"8",4.355
"9",4.365
"10",4.4
"11",6.6
"12",4.587
"13",4.878
"14",5.154
"15",4.714
"16",3.958
"17",3.762
"18",3.992
"19",4.539
"20",5.202
"21",4.827
"22",4.329
"23",4.146
"24",3.664
"25",4.163
"26",0
"27",6.649
"28",5.387
"29",4.25
"30",7.082
"31",5.765
"32",2.926
"33",2.064
"34",3.635
"35",5.726
"36",4.989
"37",7.343
"38",6.688
"39",7.211
"40",0.135
"41",3.962
"42",-0.01
"43",4.852
"44",5.236
"45",6.305
"46",4.209
"47",4.361
"48",0.089
"49",5.797
"50",0
"51",3.617
"52",0
