"","x"
"1",3.987
"2",0.016
"3",-0.011
"4",0.054
"5",0
"6",4.248
"7",0.07
"8",-0.018
"9",3.762
"10",0.024
"11",3.992
"12",6.013
"13",4.365
"14",4.827
"15",0.079
"16",4.329
"17",3.664
"18",4.163
"19",0
"20",4.25
"21",0
"22",2.926
"23",2.064
"24",0
"25",3.635
"26",5.726
"27",4.989
"28",-0.013
"29",0.135
"30",3.962
"31",-0.01
"32",4.852
"33",0.167
"34",5.236
"35",0.164
"36",0
"37",0
"38",4.209
"39",4.361
"40",0.089
"41",0
"42",0
"43",0
"44",3.617
"45",0
"46",5.139
"47",0
"48",0.677
"49",0.168
"50",0.193
"51",5.262
"52",0
