"","V1","V2"
"1",1,4
"2",2,4
"3",4,5
"4",6,8
"5",4,9
"6",2,10
"7",8,10
"8",9,10
"9",5,11
"10",7,11
"11",11,14
"12",6,15
"13",12,15
"14",3,16
"15",13,17
"16",14,17
"17",17,18
"18",14,19
"19",17,19
"20",16,20
"21",18,21
"22",20,21
"23",10,22
"24",15,22
"25",17,23
"26",19,23
"27",20,25
"28",23,25
"29",21,26
"30",24,26
"31",25,26
"32",24,27
"33",21,28
"34",26,28
"35",28,29
"36",28,30
"37",29,30
"38",9,31
"39",14,31
"40",22,31
"41",25,32
"42",31,32
"43",32,35
"44",33,36
"45",34,36
"46",35,37
"47",36,37
