"","V1","V2"
"1",1,5
"2",1,6
"3",2,6
"4",2,14
"5",2,16
"6",3,4
"7",3,7
"8",3,9
"9",3,10
"10",4,8
"11",4,9
"12",6,10
"13",7,11
"14",7,12
"15",8,11
"16",9,11
"17",9,17
"18",10,13
"19",11,18
"20",11,21
"21",12,16
"22",12,18
"23",13,20
"24",13,29
"25",14,15
"26",14,20
"27",15,22
"28",15,23
"29",16,23
"30",16,33
"31",17,24
"32",18,25
"33",19,29
"34",19,35
"35",20,34
"36",21,24
"37",21,25
"38",21,29
"39",21,31
"40",21,33
"41",22,28
"42",23,27
"43",24,31
"44",25,26
"45",25,33
"46",26,30
"47",27,32
"48",28,32
"49",28,34
"50",28,37
"51",29,31
"52",29,39
"53",31,36
"54",32,37
"55",33,39
"56",35,42
"57",36,42
"58",38,40
"59",39,40
"60",39,42
"61",40,41
"62",41,43
"63",42,43
