"","V1","V2"
"1",1,11
"2",2,15
"3",3,7
"4",3,13
"5",4,6
"6",4,12
"7",5,12
"8",6,8
"9",6,12
"10",7,13
"11",8,13
"12",9,11
"13",10,11
"14",10,18
"15",11,17
"16",11,18
"17",12,21
"18",13,14
"19",14,15
"20",14,25
"21",14,29
"22",15,16
"23",15,20
"24",16,20
"25",16,24
"26",17,18
"27",17,19
"28",17,22
"29",18,19
"30",18,38
"31",19,23
"32",19,28
"33",20,24
"34",20,26
"35",21,25
"36",21,27
"37",22,27
"38",22,28
"39",23,26
"40",24,30
"41",25,27
"42",25,31
"43",26,28
"44",26,36
"45",27,35
"46",29,30
"47",29,31
"48",29,35
"49",30,32
"50",31,33
"51",31,35
"52",32,40
"53",33,34
"54",34,37
"55",35,39
"56",35,41
"57",36,40
"58",36,41
"59",37,39
