"","V1","V2"
"1",1,3
"2",1,6
"3",3,6
"4",2,7
"5",4,7
"6",5,7
"7",4,8
"8",6,9
"9",4,11
"10",7,12
"11",9,13
"12",10,14
"13",2,15
"14",9,15
"15",10,16
"16",8,17
"17",12,17
"18",8,20
"19",11,21
"20",13,21
"21",19,21
"22",17,22
"23",10,23
"24",13,23
"25",19,24
"26",23,27
"27",25,27
"28",24,28
"29",26,28
"30",17,29
"31",22,29
"32",18,30
"33",24,30
"34",27,31
"35",30,32
"36",27,33
"37",31,33
"38",30,34
"39",32,34
"40",20,35
"41",29,35
"42",35,38
"43",36,38
"44",36,39
"45",38,39
"46",38,40
"47",39,40
"48",40,41
"49",37,42
"50",21,43
"51",29,44
"52",42,45
"53",39,46
"54",42,46
"55",43,46
"56",29,47
"57",40,47
"58",43,47
"59",47,48
"60",48,49
