"","V1","V2"
"1",1,4
"2",2,4
"3",3,4
"4",2,5
"5",2,6
"6",4,7
"7",1,9
"8",3,10
"9",5,11
"10",7,11
"11",10,11
"12",5,13
"13",6,14
"14",8,14
"15",12,14
"16",13,15
"17",10,16
"18",11,16
"19",11,17
"20",16,17
"21",13,18
"22",17,18
"23",13,20
"24",18,20
"25",18,22
"26",21,22
"27",13,23
"28",15,24
"29",23,24
"30",21,25
"31",22,25
"32",22,26
"33",25,26
"34",19,27
"35",20,27
"36",24,28
"37",23,29
"38",26,29
"39",14,30
"40",29,31
"41",24,32
"42",29,32
"43",17,33
"44",32,33
"45",27,34
"46",31,34
"47",17,35
"48",26,35
"49",30,35
"50",35,36
