"","x"
"1",25.398
"2",17.501
"3",21.64
"4",22.879
"5",23.443
"6",26.293
"7",22.506
"8",24.657
"9",26.876
"10",25.879
"11",26.763
"12",21.745
"13",19.554
"14",26.936
"15",23.974
"16",27.47
"17",22.386
"18",26.347
"19",19.744
"20",25.601
"21",25.17
"22",21.441
"23",22.918
"24",24.309
"25",21.451
"26",21.771
"27",24.468
"28",25.966
"29",23.578
"30",25.382
"31",27.168
"32",26.979
"33",24.416
"34",26.693
"35",26.4
"36",22.472
"37",24.477
"38",22.34
"39",20.354
"40",22.044
"41",23.978
"42",25.749
"43",20.974
"44",24.932
"45",23.673
"46",20.498
"47",24.315
"48",21.596
"49",23.023
"50",19.32
