"","x"
"1",7.532
"2",9.828
"3",9.423
"4",9.727
"5",10.757
"6",8.75
"7",10.397
"8",6.581
"9",10.375
"10",8.629
"11",10.271
"12",11.076
"13",11.956
"14",9.407
"15",11.547
"16",10.989
"17",8.672
"18",7.811
"19",10.669
"20",8.102
"21",10.172
"22",1.402
"23",9.289
"24",7.612
"25",1.016
"26",9.465
"27",8.783
"28",10.731
"29",8.006
"30",5.612
"31",6.511
"32",3.253
"33",0.292
"34",2.876
"35",0.25
"36",5.291
"37",2.467
"38",9.763
"39",8.496
"40",8.654
"41",7.776
"42",7.565
"43",7.337
"44",8.961
"45",9.064
"46",7.053
"47",9.023
"48",7.88
"49",7.65
"50",7.838
"51",9.329
"52",7.495
"53",5.132
"54",9.11
"55",8.849
"56",7.923
"57",7.763
"58",3.737
"59",8.172
"60",0.163
"61",0.279
"62",7.521
"63",7.1
"64",4.289
