"","V1","V2"
"1",1,3
"2",1,5
"3",1,6
"4",2,8
"5",7,9
"6",4,10
"7",1,11
"8",5,13
"9",13,14
"10",10,15
"11",9,17
"12",8,18
"13",13,18
"14",16,20
"15",8,21
"16",8,22
"17",18,22
"18",19,22
"19",13,23
"20",19,24
"21",3,25
"22",12,25
"23",16,26
"24",9,27
"25",10,27
"26",16,28
"27",25,28
"28",16,29
"29",3,30
"30",23,30
"31",24,30
"32",26,30
"33",24,31
"34",26,31
"35",27,31
"36",8,32
"37",21,32
"38",22,33
"39",32,33
"40",23,34
"41",23,35
"42",25,36
"43",27,37
"44",37,38
"45",33,39
"46",33,40
"47",34,41
"48",30,42
"49",14,43
"50",34,43
"51",34,44
"52",35,44
"53",42,44
"54",35,45
"55",32,46
"56",33,46
"57",39,46
"58",37,47
"59",37,48
"60",38,48
"61",30,49
"62",42,49
"63",44,50
"64",31,51
"65",49,51
"66",51,52
"67",52,55
"68",49,56
"69",53,56
"70",54,56
