"","x"
"1",7.532
"2",9.727
"3",6.581
"4",0.213
"5",8.629
"6",10.271
"7",0.388
"8",9.407
"9",0.331
"10",0
"11",8.672
"12",7.811
"13",8.102
"14",10.172
"15",-0.118
"16",1.402
"17",0
"18",9.289
"19",7.612
"20",1.016
"21",9.465
"22",8.783
"23",8.006
"24",5.612
"25",6.511
"26",3.253
"27",0.292
"28",2.876
"29",0.25
"30",5.291
"31",2.467
"32",9.763
"33",8.496
"34",8.654
"35",7.776
"36",7.337
"37",0.339
"38",0.247
"39",8.847
"40",7.7
"41",9.064
"42",7.053
"43",9.023
"44",7.88
"45",7.65
"46",9.329
"47",0.313
"48",0.387
"49",5.132
"50",7.923
"51",3.737
"52",0.163
"53",0.279
"54",7.1
"55",-0.001
"56",4.289
