"","x"
"1",19.37
"2",19.977
"3",22.439
"4",20.016
"5",19.369
"6",19.105
"7",21.372
"8",19.804
"9",17.785
"10",21.614
"11",18.577
"12",21.73
"13",21.726
"14",21.959
"15",21.852
"16",23.531
"17",19.429
"18",21.741
"19",23.386
"20",20.17
"21",15.066
"22",14.969
"23",18.446
"24",23.468
"25",22.713
"26",21.498
"27",21.697
"28",16.891
"29",18.277
"30",21.687
"31",21.467
"32",16.736
"33",20.193
"34",16.253
"35",20.679
"36",16.772
"37",17.258
"38",18.283
"39",17.682
"40",16.749
"41",16.88
"42",19.217
"43",18.125
"44",18.243
"45",18.548
"46",16.507
"47",20.095
"48",19.945
