"","x"
"1",23.467
"2",21.502
"3",19.663
"4",22.447
"5",16.854
"6",23.46
"7",23.448
"8",22.135
"9",20.754
"10",22.819
"11",16.546
"12",16.591
"13",21.571
"14",20.226
"15",22.707
"16",15.76
"17",21.772
"18",20.994
"19",21.14
"20",15.416
"21",21.537
"22",15.513
"23",18.997
"24",19.098
"25",22.269
"26",15.946
"27",18
"28",19.094
"29",18.946
"30",16.332
"31",16.565
"32",16.586
"33",18.548
"34",17.386
"35",20.011
"36",19.445
"37",19.626
"38",19.333
"39",17.619
"40",19.407
"41",19.995
"42",17.055
"43",19.375
"44",19.323
"45",20.115
"46",17.937
