"","V1","V2"
"1",1,2
"2",1,7
"3",3,7
"4",5,7
"5",5,9
"6",6,9
"7",4,10
"8",5,10
"9",7,11
"10",5,12
"11",4,13
"12",10,13
"13",5,14
"14",9,14
"15",8,15
"16",9,15
"17",2,16
"18",11,16
"19",12,16
"20",13,17
"21",15,17
"22",14,18
"23",17,18
"24",14,19
"25",12,21
"26",20,21
"27",16,22
"28",21,22
"29",15,23
"30",18,23
"31",19,23
"32",16,24
"33",12,25
"34",20,25
"35",18,26
"36",13,27
"37",17,28
"38",16,29
"39",21,29
"40",11,30
"41",12,30
"42",14,30
"43",26,30
"44",17,31
"45",26,31
"46",27,31
"47",27,32
"48",29,34
"49",30,34
"50",25,35
"51",34,35
"52",33,36
"53",34,36
"54",35,37
"55",19,38
"56",30,40
"57",36,40
"58",32,41
"59",28,42
"60",36,43
"61",31,44
"62",32,45
"63",42,46
"64",34,47
"65",39,47
"66",40,48
"67",46,48
"68",42,49
"69",44,49
"70",44,50
"71",45,50
"72",41,51
"73",45,51
"74",50,51
"75",48,52
"76",49,52
"77",40,53
"78",47,53
