"","weight"
"1",2.59929682792472
"2",0.299666481254301
"3",2.68200093218274
"4",0.562615321481497
"5",0.679649909854866
"6",0.977081879644338
"7",1.2197229193933
"8",0.852839961950756
"9",0.559378226304869
"10",1.85880848970147
"11",1.82218681827299
"12",1.98971455279416
"13",0.929731681694681
"14",1.8888422373968
"15",0.768983744931392
"16",3.41368261565166
"17",1.85624917510055
"18",0.251749479235453
"19",1.04218472426062
"20",0.493405512626383
"21",1.51272072762557
"22",0.504733593296138
"23",1.26246148483758
"24",0.331814707583547
"25",0.725454340667101
"26",0.535490056424909
"27",2.33999470095543
