"","V1","V2"
"1",2,5
"2",3,5
"3",3,6
"4",4,6
"5",1,7
"6",4,7
"7",1,8
"8",7,8
"9",7,9
"10",8,9
"11",6,10
"12",7,10
"13",5,11
"14",6,11
"15",9,12
"16",10,12
"17",10,13
"18",11,13
"19",11,14
"20",14,15
"21",9,16
"22",16,17
"23",12,18
"24",17,18
"25",12,19
"26",13,19
"27",13,20
"28",14,20
"29",19,20
"30",18,21
"31",19,21
"32",19,22
"33",20,22
"34",21,22
"35",20,23
"36",23,24
"37",22,25
"38",23,25
"39",21,26
"40",24,27
"41",25,28
"42",22,29
"43",26,30
"44",29,30
"45",30,32
"46",28,33
"47",29,33
"48",29,34
"49",30,34
"50",31,34
"51",27,35
"52",28,35
