"","V1","V2"
"1",2,3
"2",1,6
"3",3,6
"4",4,7
"5",6,7
"6",5,8
"7",7,8
"8",8,10
"9",6,11
"10",7,11
"11",6,13
"12",12,13
"13",9,14
"14",10,14
"15",10,15
"16",11,15
"17",11,16
"18",13,16
"19",12,18
"20",13,18
"21",16,19
"22",3,20
"23",14,20
"24",15,20
"25",17,20
"26",14,21
"27",18,23
"28",18,24
"29",19,24
"30",17,25
"31",15,26
"32",19,26
"33",15,27
"34",21,27
"35",26,27
"36",21,28
"37",22,28
"38",26,29
"39",27,29
"40",24,30
"41",26,30
"42",23,31
"43",24,31
"44",29,32
"45",30,32
"46",30,33
"47",31,33
"48",31,34
"49",28,35
"50",29,35
"51",28,36
"52",35,37
"53",37,38
"54",32,39
"55",37,39
"56",32,40
"57",33,40
"58",33,41
"59",34,41
"60",40,41
"61",39,42
"62",40,42
"63",40,43
"64",41,43
"65",42,43
"66",41,44
