"","x"
"1",7.913
"2",7.81
"3",1.202
"4",3.162
"5",8.069
"6",9.603
"7",8.723
"8",9.06
"9",10.284
"10",10.004
"11",8.448
"12",10.237
"13",9.206
"14",8.955
"15",9.4
"16",7.512
"17",9.208
"18",10.757
"19",10.076
"20",9.707
"21",9.454
"22",9.619
"23",9.184
"24",11.239
"25",8.335
"26",8.772
"27",8.317
"28",8.101
"29",11.44
"30",8.328
"31",4.364
"32",8.39
"33",12.167
"34",11.952
"35",11.973
"36",9.782
"37",8.07
"38",1.754
"39",8.268
"40",13.162
"41",11.888
"42",9.692
"43",9.789
"44",12.46
"45",10.052
"46",12.346
"47",13.526
"48",11.958
"49",10.224
