"","V1","V2"
"1",1,2
"2",3,5
"3",1,6
"4",6,7
"5",6,8
"6",7,10
"7",2,11
"8",8,11
"9",9,11
"10",3,12
"11",4,12
"12",9,14
"13",11,14
"14",5,15
"15",6,15
"16",7,16
"17",8,16
"18",16,17
"19",7,18
"20",16,19
"21",18,19
"22",11,20
"23",17,20
"24",13,21
"25",4,22
"26",12,22
"27",21,22
"28",18,23
"29",15,24
"30",19,24
"31",19,25
"32",20,25
"33",24,25
"34",26,27
"35",23,28
"36",26,29
"37",27,30
"38",5,31
"39",21,31
"40",22,31
"41",27,31
"42",25,32
"43",29,32
"44",25,33
"45",28,33
"46",32,34
"47",5,35
"48",12,35
"49",31,35
"50",33,36
"51",33,37
"52",34,37
