"","V1","V2"
"1",1,7
"2",1,8
"3",5,8
"4",2,9
"5",3,9
"6",9,10
"7",4,11
"8",6,11
"9",8,12
"10",7,13
"11",9,13
"12",11,13
"13",11,14
"14",14,15
"15",13,17
"16",12,18
"17",10,19
"18",13,20
"19",17,20
"20",15,21
"21",17,21
"22",16,22
"23",18,22
"24",17,23
"25",18,24
"26",20,24
"27",22,25
"28",17,26
"29",19,26
"30",23,26
"31",21,27
"32",23,27
"33",26,29
"34",23,30
"35",27,30
"36",25,31
"37",25,32
"38",20,33
"39",24,33
"40",28,35
"41",34,35
"42",16,37
"43",32,38
"44",33,38
"45",31,39
"46",32,39
"47",34,41
"48",40,41
"49",36,42
"50",36,43
"51",35,44
"52",36,45
"53",38,45
"54",42,45
"55",33,46
"56",35,46
"57",41,46
"58",32,47
"59",38,47
"60",39,47
"61",43,47
"62",45,47
"63",47,48
"64",35,49
"65",44,49
"66",46,49
"67",46,50
