"","x"
"1",4.916
"2",0.287
"3",0.854
"4",2.235
"5",6.108
"6",1.814
"7",3.473
"8",5.622
"9",0.648
"10",0.383
"11",1.988
"12",6.102
"13",2.375
"14",2.522
"15",2.133
"16",5.905
"17",1.702
"18",5.824
"19",0.433
"20",2.717
"21",1.772
"22",6.124
"23",0.243
"24",5.749
"25",7.107
"26",0.608
"27",0.844
"28",1.078
"29",0.595
"30",0.009
"31",8.07
"32",7.365
"33",4.757
"34",1.424
"35",1.976
"36",6.521
"37",5.417
"38",5.565
"39",7.882
"40",1.459
"41",1.831
"42",6.331
"43",7.748
"44",2.233
"45",6.054
"46",2.456
"47",6.915
"48",7.499
"49",1.858
"50",2.214
