"","V1","V2"
"1",2,3
"2",3,4
"3",1,7
"4",5,8
"5",6,10
"6",4,12
"7",6,12
"8",7,12
"9",5,13
"10",11,13
"11",6,14
"12",1,15
"13",7,15
"14",9,15
"15",7,16
"16",2,17
"17",3,18
"18",4,19
"19",12,19
"20",17,20
"21",8,22
"22",19,22
"23",16,23
"24",12,24
"25",15,25
"26",19,25
"27",23,25
"28",13,26
"29",11,27
"30",25,27
"31",26,27
"32",23,28
"33",18,29
"34",21,29
"35",23,30
"36",20,31
"37",22,31
"38",29,31
"39",10,32
"40",17,32
"41",6,33
"42",14,33
"43",24,33
"44",32,33
"45",19,34
"46",24,34
"47",25,34
"48",30,34
"49",30,35
"50",29,36
"51",20,37
"52",32,37
"53",34,38
"54",36,39
"55",31,40
"56",37,40
"57",39,41
"58",40,41
"59",40,42
"60",37,43
"61",42,43
"62",39,44
"63",41,44
