"","V1","V2"
"1",1,2
"2",2,3
"3",2,4
"4",3,5
"5",3,6
"6",3,7
"7",4,7
"8",4,14
"9",5,7
"10",6,8
"11",7,8
"12",7,20
"13",8,12
"14",8,13
"15",9,14
"16",10,15
"17",10,17
"18",11,16
"19",11,18
"20",14,20
"21",14,29
"22",15,29
"23",16,17
"24",16,18
"25",18,19
"26",18,23
"27",18,24
"28",19,22
"29",20,34
"30",21,22
"31",21,26
"32",22,23
"33",22,27
"34",23,29
"35",23,32
"36",25,31
"37",25,33
"38",26,27
"39",26,30
"40",28,32
"41",29,35
"42",30,35
"43",30,36
"44",31,33
"45",31,34
"46",34,35
"47",35,37
"48",36,37
