"","x"
"1",9.813
"2",11.557
"3",13.243
"4",6.299
"5",11.386
"6",11.532
"7",7.426
"8",13.149
"9",13.43
"10",13.402
"11",14.798
"12",11.323
"13",15.354
"14",14.77
"15",12.382
"16",14.09
"17",15.252
"18",15.049
"19",14.081
"20",11.568
"21",15.184
"22",11.464
"23",13.338
"24",7.478
"25",9.333
"26",13.101
"27",12.769
"28",12.1
"29",9.069
"30",9.24
"31",13.423
"32",13.662
"33",14.087
"34",12.631
"35",7.66
"36",9.458
"37",7.11
"38",0.773
"39",0.827
"40",12.647
"41",12.736
"42",13.372
"43",7.835
"44",13.035
"45",1.795
"46",0.741
"47",1.137
"48",0.861
"49",13.027
"50",12.402
"51",11.595
"52",11.354
"53",0.586
