"","x"
"1",13.392
"2",13.922
"3",16.137
"4",14.538
"5",14.921
"6",11.386
"7",14.836
"8",14.432
"9",13.368
"10",11.399
"11",14.987
"12",12.22
"13",11.665
"14",11.726
"15",14.229
"16",14.57
"17",11.323
"18",12.313
"19",12.382
"20",15.115
"21",12.466
"22",12.136
"23",15.743
"24",14.28
"25",14.604
"26",11.568
"27",15.025
"28",14.123
"29",9.333
"30",15.135
"31",14.366
"32",13.101
"33",13.248
"34",13.579
"35",12.769
"36",12.1
"37",9.069
"38",9.24
"39",15.082
"40",14.191
"41",13.119
"42",13.307
"43",12.736
"44",7.835
"45",13.027
"46",15.185
"47",13.093
"48",11.595
"49",11.354
"50",14.693
"51",12.22
