"","V1","V2"
"1",1,3
"2",2,3
"3",3,4
"4",7,9
"5",8,10
"6",5,12
"7",11,12
"8",6,13
"9",3,14
"10",8,14
"11",9,14
"12",8,15
"13",7,16
"14",7,17
"15",9,18
"16",12,18
"17",13,18
"18",9,19
"19",14,19
"20",18,19
"21",9,20
"22",18,20
"23",24,25
"24",19,26
"25",19,27
"26",21,27
"27",26,27
"28",20,28
"29",23,29
"30",18,30
"31",21,30
"32",22,31
"33",28,31
"34",25,32
"35",21,33
"36",32,33
"37",20,34
"38",26,34
"39",27,34
"40",21,35
"41",27,35
"42",34,35
"43",29,36
"44",23,37
"45",24,37
"46",28,38
"47",26,39
"48",36,39
"49",37,39
"50",32,40
"51",21,41
"52",33,41
"53",39,41
"54",31,42
"55",35,42
"56",41,43
"57",43,44
"58",42,45
"59",31,46
"60",40,47
"61",36,48
"62",41,49
"63",47,49
"64",44,50
"65",45,50
"66",45,51
"67",43,52
"68",43,53
"69",49,53
"70",49,54
