"","x"
"1",13
"2",9.813
"3",11.558
"4",6.299
"5",11.386
"6",11.532
"7",7.426
"8",13.149
"9",6.234
"10",13.43
"11",12.06
"12",13.402
"13",11.665
"14",11.323
"15",14.77
"16",12.382
"17",14.09
"18",15.252
"19",11.464
"20",13.338
"21",7.478
"22",0.945
"23",9.333
"24",12.1
"25",9.069
"26",9.24
"27",13.423
"28",12.631
"29",7.66
"30",1.536
"31",1.261
"32",9.458
"33",7.11
"34",0.773
"35",0.808
"36",0.827
"37",12.647
"38",12.736
"39",7.835
"40",13.035
"41",1.651
"42",1.795
"43",1.154
"44",0.802
"45",0.741
"46",1.137
"47",0.861
"48",12.402
"49",11.595
"50",11.354
"51",0.586
