"","V1","V2"
"1",1,4
"2",1,5
"3",2,6
"4",5,6
"5",3,7
"6",4,7
"7",5,8
"8",7,8
"9",8,11
"10",7,12
"11",11,12
"12",6,14
"13",11,14
"14",9,18
"15",10,19
"16",18,19
"17",10,20
"18",11,20
"19",12,21
"20",13,21
"21",13,22
"22",14,22
"23",14,23
"24",15,23
"25",15,24
"26",16,24
"27",17,25
"28",17,26
"29",20,26
"30",25,26
"31",18,27
"32",25,28
"33",16,29
"34",26,29
"35",18,30
"36",31,32
"37",26,33
"38",32,33
"39",23,34
"40",24,35
"41",29,35
"42",31,35
"43",34,35
"44",32,36
"45",28,37
"46",36,37
"47",28,38
"48",37,39
"49",29,40
"50",39,40
"51",29,41
"52",41,42
