"","weight"
"1",0.725095855721917
"2",2.85804758534173
"3",1.59684814602506
"4",1.39815628596476
"5",3.75757421781536
"6",5.70653038182579
"7",2.36114908437132
"8",1.73493976832161
"9",1.93667782553745
"10",1.86702972666198
"11",1.71128203456887
"12",1.89823765686635
"13",1.65724138291862
"14",1.68783174538289
"15",0.668505796170373
"16",1.46531757665476
"17",0.655698863784965
"18",1.06411888449322
"19",0.704653106148448
"20",1.81307059984514
"21",0.671651695470506
"22",6.49489653496946
"23",0.832984993891783
"24",2.88200017390193
"25",3.60709789200909
"26",1.67163596571777
"27",6.52925148860132
"28",1.29785361264721
"29",0.726143236543605
"30",1.01927670448794
"31",0.994368643877697
"32",0.793937025415721
"33",0.614241483917206
"34",0.580933730949234
"35",0.929625731192194
"36",0.510079405526125
"37",1.60955615057484
"38",1.83909461406086
"39",1.20692211851014
"40",2.32575665088658
"41",1.98937175993714
