"","x"
"1",0
"2",0
"3",0
"4",0
"5",6.693
"6",5.205
"7",3.277
"8",0
"9",0
"10",0.672
"11",3.688
"12",5.544
"13",5.32
"14",0.569
"15",0.312
"16",6.031
"17",0.579
"18",6.361
"19",0.183
"20",2.76
"21",4.93
"22",4.297
"23",0.117
"24",3.86
"25",5.476
"26",0
"27",5.271
"28",0
"29",5.497
"30",0.624
"31",6.314
"32",0.457
"33",0.428
"34",2.899
"35",0.094
"36",4.588
"37",4.488
"38",0.048
"39",0
"40",0
"41",4.996
"42",5.531
"43",4.716
"44",4.24
"45",0
"46",5.071
"47",0.425
"48",4.822
"49",5.129
"50",5.369
"51",5.139
"52",0.073
"53",0
"54",0.555
"55",0.071
"56",-0.142
"57",5.764
"58",5.732
"59",-0.042
"60",-0.045
