"","x"
"1",2.08
"2",8.417
"3",7.811
"4",3.542
"5",7.159
"6",3.735
"7",3.383
"8",0.369
"9",1.978
"10",7.933
"11",2.172
"12",6.448
"13",7.838
"14",8.423
"15",8.777
"16",0.33
"17",0.35
"18",7.382
"19",7.658
"20",8.031
"21",8.389
"22",3.867
"23",0.304
"24",8.417
"25",7.978
"26",6.325
"27",7.398
"28",8.258
"29",6.922
"30",9.363
"31",6.148
"32",8.144
"33",10.103
"34",9.397
"35",9.263
"36",8.164
"37",0.454
"38",8.125
"39",10.185
"40",4.017
"41",1.018
"42",0.695
"43",9.518
"44",9.33
"45",9.088
"46",10.045
"47",8.929
"48",8.015
"49",9.256
"50",0.784
"51",1.2
"52",10.041
"53",1.273
"54",10.094
"55",7.905
"56",9.549
"57",7.957
"58",9.483
"59",9.076
"60",9.926
"61",6.836
"62",1.883
