"","V1","V2"
"1",1,4
"2",1,12
"3",2,4
"4",2,5
"5",3,5
"6",4,9
"7",5,8
"8",6,10
"9",7,10
"10",8,11
"11",9,11
"12",9,12
"13",10,14
"14",11,13
"15",11,25
"16",12,13
"17",12,15
"18",13,16
"19",13,22
"20",14,17
"21",14,20
"22",15,21
"23",15,22
"24",16,20
"25",16,22
"26",17,20
"27",17,23
"28",18,24
"29",18,34
"30",19,23
"31",20,25
"32",21,24
"33",21,26
"34",22,24
"35",23,31
"36",24,39
"37",25,29
"38",25,30
"39",26,40
"40",27,32
"41",27,40
"42",28,33
"43",28,39
"44",29,36
"45",29,38
"46",29,39
"47",30,36
"48",30,37
"49",31,34
"50",31,37
"51",31,48
"52",32,40
"53",33,38
"54",34,48
"55",35,41
"56",36,38
"57",36,48
"58",37,41
"59",38,43
"60",38,45
"61",39,40
"62",39,45
"63",40,44
"64",41,42
"65",42,43
"66",43,45
"67",43,47
"68",44,48
"69",45,46
"70",48,49
