"","x"
"1",7.669
"2",2.08
"3",7.632
"4",9.252
"5",8.417
"6",7.811
"7",3.542
"8",8.707
"9",7.159
"10",3.735
"11",3.383
"12",0.369
"13",3.361
"14",8.84
"15",1.978
"16",6.059
"17",7.933
"18",2.172
"19",6.448
"20",1.021
"21",7.838
"22",8.423
"23",0.33
"24",0.35
"25",7.382
"26",1.126
"27",7.658
"28",8.031
"29",3.867
"30",0.304
"31",7.978
"32",6.325
"33",7.398
"34",8.258
"35",6.922
"36",6.148
"37",10.103
"38",9.397
"39",8.164
"40",0.454
"41",4.017
"42",1.018
"43",0.695
"44",9.33
"45",9.088
"46",8.929
"47",8.015
"48",7.905
"49",9.549
"50",6.836
"51",1.883
