"","x"
"1",7.632
"2",8.051
"3",3.542
"4",9.583
"5",9.881
"6",7.159
"7",3.735
"8",1.978
"9",6.059
"10",9.765
"11",9.338
"12",7.933
"13",9.315
"14",8.091
"15",6.448
"16",7.838
"17",8.423
"18",0.33
"19",0.35
"20",6.393
"21",7.382
"22",7.658
"23",8.031
"24",3.867
"25",0.304
"26",7.978
"27",6.325
"28",7.398
"29",8.258
"30",6.922
"31",9.363
"32",6.148
"33",8.144
"34",10.103
"35",9.397
"36",9.263
"37",8.164
"38",0.454
"39",8.125
"40",10.185
"41",4.017
"42",1.018
"43",9.33
"44",10.045
"45",8.929
"46",8.015
"47",10.094
"48",7.905
"49",9.549
"50",9.926
"51",6.836
