"","x"
"1",10.324
"2",8.342
"3",10.085
"4",10.758
"5",9.784
"6",9.273
"7",8.426
"8",10.21
"9",9.09
"10",10.634
"11",11.381
"12",10.101
"13",10.641
"14",11.544
"15",1.613
"16",10.655
"17",10.963
"18",11.399
"19",9.617
"20",9.706
"21",11.475
"22",12.428
"23",10.422
"24",12.353
"25",10.438
"26",11.001
"27",12.465
"28",10.842
"29",4.698
"30",6.882
"31",10.176
"32",8.708
"33",11.201
"34",9.953
"35",10.803
"36",12.916
"37",11.992
"38",12.241
"39",10.519
"40",12.429
"41",11.25
"42",11.365
"43",11.096
"44",9.871
"45",13.278
"46",12.214
"47",12.94
"48",11.822
"49",11.46
"50",9.522
"51",11.669
"52",6.068
"53",9.353
