"","x"
"1",10.518
"2",10.324
"3",10.085
"4",9.205
"5",6.299
"6",10.758
"7",9.784
"8",9.273
"9",10.21
"10",9.09
"11",6.427
"12",13.369
"13",10.634
"14",11.381
"15",10.101
"16",1.613
"17",10.963
"18",11.399
"19",9.617
"20",12.688
"21",9.706
"22",11.475
"23",12.353
"24",10.438
"25",11.001
"26",12.465
"27",6.882
"28",11.201
"29",9.953
"30",10.803
"31",12.916
"32",12.241
"33",10.519
"34",12.429
"35",11.25
"36",11.365
"37",11.754
"38",11.096
"39",9.871
"40",11.46
"41",9.522
"42",11.669
"43",6.068
"44",9.353
