"","x"
"1",10.518
"2",10.324
"3",10.085
"4",9.205
"5",10.758
"6",9.784
"7",9.273
"8",10.21
"9",9.09
"10",10.634
"11",11.381
"12",10.101
"13",10.641
"14",10.963
"15",11.399
"16",9.617
"17",12.688
"18",9.706
"19",11.475
"20",12.428
"21",12.353
"22",10.438
"23",11.001
"24",12.465
"25",4.698
"26",6.882
"27",10.176
"28",8.708
"29",11.201
"30",9.953
"31",10.803
"32",12.916
"33",11.992
"34",12.241
"35",10.519
"36",12.429
"37",11.25
"38",11.365
"39",11.754
"40",11.096
"41",9.871
"42",12.94
"43",11.822
"44",11.46
"45",9.522
"46",11.669
"47",6.068
"48",9.353
