"","V1","V2"
"1",1,2
"2",1,3
"3",2,5
"4",3,6
"5",4,8
"6",7,8
"7",2,10
"8",6,10
"9",5,11
"10",6,12
"11",8,12
"12",9,12
"13",9,13
"14",10,13
"15",5,14
"16",10,14
"17",11,14
"18",14,15
"19",13,16
"20",15,16
"21",10,17
"22",12,17
"23",13,17
"24",15,17
"25",16,17
"26",4,18
"27",8,18
"28",18,20
"29",9,21
"30",17,21
"31",19,22
"32",21,22
"33",20,23
"34",21,23
"35",16,24
"36",16,25
"37",21,25
"38",22,27
"39",23,28
"40",17,29
"41",25,29
"42",28,29
"43",26,30
"44",29,30
"45",22,31
"46",27,31
"47",28,32
"48",29,32
"49",30,32
"50",30,33
"51",32,34
