"","x"
"1",20.209
"2",18.243
"3",17.64
"4",18.001
"5",17.267
"6",19.382
"7",21.64
"8",20.651
"9",18.521
"10",18.05
"11",17.079
"12",18.844
"13",21.952
"14",17.036
"15",17.981
"16",18.312
"17",21.957
"18",22.471
"19",18.906
"20",21.771
"21",22.078
"22",22.78
"23",17.223
"24",18.87
"25",20.398
"26",21.288
"27",20.272
"28",19.602
"29",22.577
"30",22.995
"31",17.295
"32",20.084
"33",20.29
"34",22.687
"35",22.769
"36",21.824
"37",20.89
"38",20.61
"39",21.006
"40",22.288
"41",18.984
"42",19.832
"43",18.221
"44",17.779
"45",18.905
"46",20.88
"47",18.109
"48",18.453
"49",18.591
"50",20.892
"51",21.171
