"","V1","V2"
"1",1,24
"2",1,25
"3",2,3
"4",2,5
"5",2,6
"6",3,7
"7",3,28
"8",4,8
"9",5,15
"10",5,19
"11",6,14
"12",7,8
"13",7,26
"14",7,32
"15",8,10
"16",8,13
"17",9,11
"18",9,16
"19",10,22
"20",11,17
"21",12,18
"22",13,22
"23",13,27
"24",14,18
"25",15,19
"26",16,23
"27",16,24
"28",17,33
"29",18,21
"30",19,20
"31",20,21
"32",20,28
"33",20,48
"34",21,31
"35",21,41
"36",22,36
"37",22,40
"38",23,30
"39",23,38
"40",24,35
"41",25,34
"42",26,27
"43",26,32
"44",26,42
"45",27,40
"46",28,30
"47",28,49
"48",29,32
"49",29,36
"50",29,40
"51",30,32
"52",30,41
"53",31,38
"54",31,41
"55",31,47
"56",32,34
"57",33,35
"58",33,38
"59",33,45
"60",34,39
"61",34,43
"62",36,44
"63",36,46
"64",37,43
"65",38,45
"66",39,43
"67",40,46
"68",41,47
"69",41,48
"70",42,49
